0	209889856
2	24008187
3	16494169
4	977420
5	13837388
6	533118
7	757349
8	773321
9	17392
10	14063361
11	16604
12	854386
13	472036
14	12698
15	9234777
16	3644
17	557178
18	40926
19	5738
20	9843876
22	685416
23	440674
24	14418
25	1894700
27	36530
28	37160
29	210
30	468833
31	318
32	12818
33	3307
35	215023
37	11781
38	288
40	80696
42	1998
43	416
45	27205
47	130
48	239
50	2088008
52	101458
53	39647
54	864
55	31700
56	398
58	1023
60	53581
62	752
63	699
65	46265
67	1194
68	48
70	27899
72	1124
73	134
75	3645
80	444
82	10
85	250
90	468
100	1230968
102	15501
103	37221
104	324
105	12721
106	48
108	622
110	35075
112	21
113	281
115	50722
117	654
118	96
120	19843
123	148
125	1349
130	446
135	876
140	72
150	430641
152	21941
153	971
154	128
155	10710
157	320
158	136
160	9053
162	258
163	12
165	6237
167	24
170	184
175	1586
177	48
178	16
185	44
190	6
200	2585
202	48
205	198
210	18
215	64
225	36
250	262025
252	4058
253	5308
255	30
260	2459
263	90
265	8454
267	344
268	176
270	4590
272	40
273	20
275	270
280	80
285	260
300	615
315	192
350	196
365	28
400	434
402	16
403	8
410	32
415	6
450	18
500	192267
502	7344
503	1606
505	3248
508	170
510	2862
512	22
513	23
515	1759
517	99
518	6
520	1152
525	369
530	12
540	66
600	427
603	23
615	27
650	108
652	9
655	30
750	27
765	18
900	6
1500	20947
1502	918
1505	275
1510	288
1600	72
