0	214717859
2	24348137
3	16706937
4	985034
5	13987572
6	531386
7	759687
8	775404
9	17392
10	12681495
11	16550
12	742644
13	533987
14	11618
15	9340753
16	4384
17	560366
18	42752
19	5738
20	6562562
22	448583
23	172330
24	8712
25	1786570
26	969
27	39287
28	33671
29	210
30	296000
31	369
32	8772
33	2759
35	94553
36	51
37	3462
38	296
40	76314
42	1992
43	416
45	18814
47	47
48	259
50	2101093
52	113546
53	38654
55	18248
56	310
58	703
60	55843
62	578
63	864
65	41283
67	1374
68	18
70	20902
72	678
73	290
75	2772
77	16
80	300
85	528
90	322
100	1243761
102	14912
103	31869
104	360
105	14138
106	105
108	584
110	33773
111	3
112	36
113	386
115	51024
116	3
117	542
118	96
120	12087
125	1507
130	304
135	268
140	72
150	430398
152	21806
153	1003
154	128
155	10541
157	320
158	136
160	9810
162	352
163	12
165	6483
167	24
170	1113
172	24
175	1631
177	48
178	16
180	80
185	62
190	6
195	10
200	2244
202	64
205	147
210	18
215	64
220	22
225	24
250	263488
252	4077
253	5266
255	30
260	2383
263	120
265	8602
267	344
268	176
270	3405
272	21
273	32
275	363
280	88
285	89
300	413
315	128
350	196
365	28
400	416
402	16
403	8
410	53
415	6
420	5
450	12
500	190185
502	8925
503	1578
505	1721
508	105
510	3934
512	36
513	39
515	1704
517	134
518	2
520	1851
522	84
523	42
525	275
530	28
535	66
540	44
600	699
603	21
615	27
650	101
652	10
655	23
670	11
750	19
765	12
900	4
1500	20468
1502	1032
1503	171
1505	396
1508	9
1510	385
1513	9
1550	30
