0	56880432
5	11607352
10	5481437
15	2651364
20	2010822
25	4351441
30	1929251
35	1129717
40	715306
45	569885
50	2083714
55	511048
60	381051
65	278034
70	221697
75	687185
80	221039
85	169308
90	136994
95	94216
100	1292253
105	473262
110	383610
115	167285
120	259444
125	635194
130	287238
135	252918
140	116190
145	81212
150	399142
155	150015
160	113813
165	66038
170	52771
175	92527
180	66281
185	55906
190	40037
195	28202
200	111861
205	106043
210	48360
215	29730
220	39710
225	62602
230	35609
235	32304
240	25734
245	20182
250	208365
255	56104
260	36083
265	25788
270	29320
275	54303
280	31548
285	21789
290	17020
295	18350
300	118978
305	28393
310	20933
315	18550
320	17769
325	39237
330	21593
335	18664
340	13036
345	10458
350	80094
355	26988
360	18340
365	10479
370	13597
375	21464
380	15487
385	10338
390	9907
395	8215
400	48935
405	11891
410	12700
415	8347
420	7282
425	27094
430	9478
435	7487
440	7644
445	5674
450	28292
455	9663
460	7619
465	5929
470	6191
475	6838
480	6174
485	4593
490	4606
495	4300
500	57458
505	9941
510	6888
515	5865
520	5896
525	27140
530	8491
535	6407
540	5964
545	5268
550	24655
555	7978
560	7649
565	4874
570	4279
575	7249
580	6148
585	4033
590	3921
595	3435
600	10391
605	4615
610	3902
615	3598
620	3437
625	4869
630	4371
635	3712
640	3395
645	2694
650	4879
655	3737
660	3478
665	3057
670	2679
675	3394
680	3475
685	2782
690	2593
695	2561
700	2708
705	2768
710	2211
715	2290
720	2277
725	2352
730	2460
735	2261
740	2516
745	2094
750	27971
755	6115
760	4389
765	4011
770	3438
775	4096
780	3768
785	2865
790	2996
795	2789
800	19622
805	4474
810	3519
815	3639
820	3119
825	8752
830	3130
835	3233
840	2744
845	2470
850	15329
855	4945
860	4094
865	2420
870	3086
875	3920
880	3243
885	2810
890	2753
895	2311
900	3482
905	2677
910	2470
915	2238
920	2251
925	2427
930	2225
935	2225
940	2446
945	1939
950	2780
955	2418
960	2344
965	2109
970	1958
975	2133
980	2357
985	1926
990	2015
995	1839
1000	11354
1005	3044
1010	2255
1015	2698
1020	2550
1025	2670
1030	2667
1035	2194
1040	2233
1045	2310
1050	2247
1055	2268
1060	2129
1065	2030
1070	1859
1075	2289
1080	2209
1085	1832
1090	1919
1095	1813
1100	2235
1105	1952
1110	1722
1115	2015
1120	1925
1125	1794
1130	1915
1135	1910
1140	1897
1145	1712
1150	1912
1155	1875
1160	1891
1165	1817
1170	1690
1175	1813
1180	1869
1185	1604
1190	1717
1195	1573
1200	1953
1205	1897
1210	1615
1215	1664
1220	1672
1225	1628
1230	1649
1235	1607
1240	1782
1245	1602
1250	1663
1255	1725
1260	1778
1265	1765
1270	1585
1275	1658
1280	1679
1285	1452
1290	1598
1295	1469
1300	1702
1305	1669
1310	1543
1315	1536
1320	1584
1325	1506
1330	1465
1335	1420
1340	1587
1345	1489
1350	1644
1355	1536
1360	1447
1365	1529
1370	1515
1375	1494
1380	1594
1385	1396
1390	1545
1395	1430
1400	1542
1405	1367
1410	1427
1415	1502
1420	1467
1425	1430
1430	1377
1435	1390
1440	1526
1445	1368
1450	1420
1455	1355
1460	1438
1465	1453
1470	1357
1475	1458
1480	1453
1485	1398
1490	1373
1495	1329
1500	1639
1505	1411
1510	1247
1515	1326
1520	1373
1525	1400
1530	1346
1535	1355
1540	1389
1545	1260
1550	2054
1555	1457
1560	1354
1565	1399
1570	1290
1575	1389
1580	1434
1585	1250
1590	1382
1595	1261
1600	1383
1605	1190
1610	1220
1615	1308
1620	1292
1625	1189
1630	1217
1635	1265
1640	1341
1645	1204
1650	1212
1655	1239
1660	1234
1665	1271
1670	1159
1675	1220
1680	1273
1685	1109
1690	1242
1695	1206
1700	1285
1705	1196
1710	1098
1715	1203
1720	1248
1725	1089
1730	1166
1735	1129
1740	1220
1745	1096
1750	1113
1755	1176
1760	1204
1765	1152
1770	1145
1775	1117
1780	1134
1785	1077
1790	1118
1795	1118
1800	1116
1805	1080
1810	1066
1815	1095
1820	1134
1825	1050
1830	1060
1835	1060
1840	1199
1845	1142
1850	1055
1855	1112
1860	1065
1865	1092
1870	1058
1875	1069
1880	1090
1885	1022
1890	1126
1895	1025
1900	1045
1905	1069
1910	994
1915	1045
1920	1061
1925	999
1930	981
1935	966
1940	1071
1945	971
1950	968
1955	1022
1960	931
1965	991
1970	977
1975	973
1980	993
1985	964
1990	987
1995	897
2000	975
2005	1024
2010	924
2015	965
2020	942
2025	892
2030	906
2035	885
2040	1010
2045	865
2050	889
2055	901
2060	944
2065	908
2070	865
2075	918
2080	913
2085	869
2090	852
2095	915
2100	912
2105	927
2110	904
2115	906
2120	863
2125	865
2130	821
2135	840
2140	982
2145	826
2150	838
2155	832
2160	869
2165	881
2170	838
2175	853
2180	881
2185	810
2190	880
2195	812
2200	859
2205	861
2210	772
2215	779
2220	856
2225	834
2230	834
2235	695
2240	844
2245	749
2250	908
2255	772
2260	802
2265	772
2270	737
2275	788
2280	864
2285	762
2290	800
2295	738
2300	787
2305	759
2310	734
2315	843
2320	736
2325	743
2330	680
2335	697
2340	746
2345	709
2350	756
2355	737
2360	712
2365	738
2370	757
2375	719
2380	777
2385	681
2390	796
2395	669
2400	694
2405	706
2410	654
2415	713
2420	705
2425	716
2430	746
2435	641
2440	712
2445	702
2450	657
2455	650
2460	699
2465	686
2470	674
2475	663
2480	691
2485	661
2490	627
2495	668
2500	616
2505	667
2510	631
2515	663
2520	646
2525	646
2530	660
2535	655
2540	690
2545	612
2550	605
2555	634
2560	687
2565	644
2570	580
2575	585
2580	659
2585	622
2590	618
2595	589
2600	608
2605	660
2610	592
2615	622
2620	608
2625	579
2630	646
2635	631
2640	586
2645	551
2650	641
2655	587
2660	605
2665	602
2670	552
2675	607
2680	593
2685	551
2690	600
2695	567
2700	581
2705	606
2710	528
2715	579
2720	582
2725	595
2730	534
2735	521
2740	577
2745	552
2750	515
2755	514
2760	558
2765	555
2770	524
2775	532
2780	545
2785	516
2790	572
2795	510
2800	580
2805	526
2810	521
2815	585
2820	512
2825	537
2830	557
2835	456
2840	533
2845	486
2850	529
2855	506
2860	505
2865	534
2870	568
2875	487
2880	528
2885	525
2890	520
2895	471
2900	548
2905	473
2910	497
2915	510
2920	513
2925	502
2930	502
2935	432
2940	526
2945	501
2950	455
2955	491
2960	503
2965	494
2970	460
2975	471
2980	466
2985	454
2990	548
2995	412
3000	492
3005	415
3010	417
3015	461
3020	467
3025	459
3030	445
3035	436
3040	500
3045	478
3050	433
3055	477
3060	427
3065	432
3070	439
3075	443
3080	438
3085	405
3090	435
3095	462
3100	449
3105	416
3110	391
3115	430
3120	397
3125	425
3130	434
3135	440
3140	464
3145	393
3150	406
3155	428
3160	425
3165	405
3170	382
3175	401
3180	372
3185	416
3190	424
3195	429
3200	421
3205	399
3210	382
3215	427
3220	401
3225	370
3230	384
3235	370
3240	405
3245	390
3250	354
3255	381
3260	397
3265	390
3270	376
3275	350
3280	382
3285	366
3290	386
3295	379
3300	400
3305	370
3310	365
3315	373
3320	381
3325	390
3330	351
3335	340
3340	370
3345	371
3350	381
3355	378
3360	369
3365	303
3370	364
3375	364
3380	357
3385	346
3390	350
3395	354
3400	363
3405	326
3410	309
3415	348
3420	362
3425	326
3430	347
3435	339
3440	349
3445	349
3450	330
3455	350
3460	357
3465	337
3470	329
3475	353
3480	342
3485	333
3490	368
3495	332
3500	345
3505	300
3510	312
3515	330
3520	336
3525	333
3530	306
3535	332
3540	352
3545	321
3550	337
3555	325
3560	289
3565	307
3570	263
3575	314
3580	332
3585	279
3590	315
3595	322
3600	321
3605	286
3610	288
3615	316
3620	299
3625	304
3630	280
3635	311
3640	309
3645	276
3650	286
3655	309
3660	292
3665	299
3670	269
3675	292
3680	314
3685	295
3690	288
3695	276
3700	301
3705	269
3710	262
3715	282
3720	291
3725	301
3730	237
3735	261
3740	292
3745	232
3750	252
3755	283
3760	296
3765	259
3770	262
3775	260
3780	277
3785	273
3790	249
3795	270
3800	257
3805	265
3810	258
3815	291
3820	263
3825	242
3830	253
3835	251
3840	238
3845	264
3850	269
3855	240
3860	244
3865	227
3870	241
3875	261
3880	226
3885	239
3890	252
3895	268
3900	264
3905	258
3910	262
3915	238
3920	217
3925	248
3930	249
3935	228
3940	253
3945	252
3950	229
3955	253
3960	249
3965	211
3970	239
3975	234
3980	246
3985	212
3990	244
3995	234
4000	225
4005	240
4010	203
4015	232
4020	247
4025	238
4030	241
4035	222
4040	268
4045	227
4050	217
4055	248
4060	222
4065	246
4070	231
4075	209
4080	271
4085	240
4090	258
4095	240
4100	199
4105	230
4110	203
4115	221
4120	243
4125	231
4130	203
4135	194
4140	214
4145	211
4150	230
4155	211
4160	209
4165	195
4170	181
4175	213
4180	207
4185	233
4190	223
4195	187
4200	184
4205	205
4210	200
4215	238
4220	197
4225	213
4230	208
4235	178
4240	212
4245	188
4250	196
4255	212
4260	165
4265	178
4270	221
4275	210
4280	197
4285	197
4290	212
4295	190
4300	192
4305	196
4310	193
4315	209
4320	194
4325	182
4330	170
4335	174
4340	215
4345	179
4350	210
4355	165
4360	204
4365	187
4370	177
4375	176
4380	198
4385	172
4390	174
4395	201
4400	192
4405	190
4410	163
4415	160
4420	183
4425	178
4430	181
4435	199
4440	181
4445	154
4450	170
4455	171
4460	194
4465	193
4470	169
4475	191
4480	174
4485	166
4490	177
4495	180
4500	183
4505	191
4510	167
4515	181
4520	172
4525	180
4530	155
4535	181
4540	167
4545	181
4550	163
4555	164
4560	164
4565	178
4570	153
4575	182
4580	173
4585	145
4590	164
4595	161
4600	146
4605	185
4610	161
4615	151
4620	162
4625	171
4630	163
4635	170
4640	160
4645	174
4650	156
4655	143
4660	152
4665	182
4670	134
4675	145
4680	157
4685	142
4690	185
4695	132
4700	161
4705	149
4710	153
4715	163
4720	155
4725	138
4730	149
4735	136
4740	150
4745	157
4750	146
4755	130
4760	151
4765	142
4770	127
4775	167
4780	136
4785	145
4790	143
4795	115
4800	150
4805	132
4810	150
4815	153
4820	143
4825	152
4830	124
4835	146
4840	119
4845	141
4850	137
4855	142
4860	110
4865	142
4870	123
4875	127
4880	165
4885	153
4890	149
4895	142
4900	131
4905	131
4910	122
4915	146
4920	161
4925	124
4930	144
4935	133
4940	152
4945	120
4950	128
4955	121
4960	132
4965	139
4970	127
4975	117
4980	127
4985	130
4990	158
4995	132
5000	134
5005	123
5010	115
5015	133
5020	133
5025	129
5030	121
5035	121
5040	125
5045	141
5050	116
5055	114
5060	131
5065	140
5070	152
5075	118
5080	115
5085	119
5090	133
5095	130
5100	135
5105	135
5110	111
5115	119
5120	118
5125	128
5130	112
5135	112
5140	113
5145	116
5150	130
5155	102
5160	111
5165	138
5170	117
5175	110
5180	109
5185	99
5190	118
5195	121
5200	125
5205	98
5210	113
5215	126
5220	118
5225	117
5230	114
5235	116
5240	123
5245	102
5250	110
5255	123
5260	142
5265	117
5270	115
5275	125
5280	133
5285	87
5290	112
5295	106
5300	92
5305	131
5310	103
5315	123
5320	122
5325	96
5330	114
5335	106
5340	104
5345	98
5350	104
5355	104
5360	114
5365	124
5370	103
5375	99
5380	102
5385	113
5390	119
5395	113
5400	92
5405	90
5410	82
5415	98
5420	102
5425	113
5430	132
5435	109
5440	98
5445	85
5450	91
5455	97
5460	93
5465	107
5470	106
5475	107
5480	106
5485	96
5490	88
5495	101
5500	106
5505	89
5510	95
5515	104
5520	110
5525	102
5530	80
5535	86
5540	99
5545	94
5550	85
5555	94
5560	97
5565	104
5570	88
5575	88
5580	78
5585	91
5590	91
5595	102
5600	90
5605	81
5610	73
5615	102
5620	87
5625	93
5630	79
5635	110
5640	83
5645	83
5650	93
5655	71
5660	78
5665	102
5670	90
5675	89
5680	89
5685	88
5690	88
5695	75
5700	96
5705	83
5710	75
5715	74
5720	96
5725	85
5730	96
5735	67
5740	91
5745	73
5750	77
5755	69
5760	81
5765	79
5770	89
5775	75
5780	89
5785	82
5790	78
5795	69
5800	76
5805	84
5810	64
5815	68
5820	88
5825	84
5830	70
5835	77
5840	102
5845	85
5850	110
5855	72
5860	79
5865	95
5870	82
5875	85
5880	78
5885	66
5890	94
5895	63
5900	73
5905	77
5910	65
5915	77
5920	77
5925	66
5930	70
5935	74
5940	69
5945	81
5950	69
5955	76
5960	79
5965	77
5970	63
5975	81
5980	71
5985	72
5990	79
5995	77
6000	76
6005	72
6010	79
6015	79
6020	90
6025	69
6030	66
6035	64
6040	71
6045	73
6050	62
6055	66
6060	86
6065	63
6070	71
6075	68
6080	77
6085	70
6090	64
6095	72
6100	79
6105	67
6110	65
6115	75
6120	64
6125	53
6130	69
6135	79
6140	75
6145	76
6150	56
6155	60
6160	51
6165	64
6170	69
6175	64
6180	71
6185	69
6190	67
6195	71
6200	56
6205	52
6210	49
6215	66
6220	56
6225	65
6230	56
6235	56
6240	61
6245	61
6250	50
6255	74
6260	61
6265	63
6270	61
6275	57
6280	58
6285	52
6290	67
6295	59
6300	61
6305	59
6310	69
6315	45
6320	66
6325	55
6330	50
6335	61
6340	70
6345	63
6350	66
6355	59
6360	62
6365	52
6370	60
6375	70
6380	61
6385	51
6390	47
6395	49
