0	141218
2	227526
3	233784
4	74538
5	553150
6	62893
7	357979
8	462057
9	85282
10	452625
11	101981
12	299261
13	283408
14	97010
15	480567
16	62352
17	268951
18	237937
19	49150
20	234923
21	47165
22	107939
23	81617
24	32083
25	158856
26	18451
27	97699
28	69939
29	20264
30	101471
31	34041
32	47053
33	36367
34	14224
35	48770
36	10612
37	34206
38	17302
39	9543
40	25183
41	9348
42	12198
43	11472
44	2819
45	10849
46	1132
47	4905
48	2840
49	2123
50	29923
51	1027
52	13302
53	21592
54	14485
55	45897
56	9408
57	22766
58	31217
59	15931
60	17333
61	6976
62	12208
63	8425
64	3861
65	5735
66	1507
67	2504
68	2304
69	58
70	1301
71	674
72	680
73	266
74	177
75	1586
76	23
77	1720
78	1674
79	488
80	1260
81	134
82	969
83	240
84	58
85	1370
87	1002
88	176
89	562
90	678
92	120
93	268
95	202
96	68
97	38
99	198
100	16460
102	4758
103	13264
104	1360
105	24155
106	4577
107	5856
108	12896
109	2000
110	12045
111	3096
112	3828
113	8310
114	1014
115	7451
116	1863
117	3698
118	4052
119	234
120	3128
121	2548
122	1890
123	1503
124	206
125	1080
126	872
127	2312
128	530
129	270
130	774
131	384
132	890
133	188
134	26
135	230
136	194
137	360
138	32
139	156
140	142
141	6
142	168
143	148
145	74
146	100
147	20
149	60
150	10822
152	6891
153	2564
154	3412
155	11501
156	938
157	3628
158	2039
159	1374
160	7632
161	550
162	4849
163	2116
164	2152
165	5400
166	416
167	4008
168	997
169	2086
170	3050
171	248
172	1474
173	1140
174	660
175	2635
176	454
177	1405
178	932
179	536
180	1422
181	198
182	766
183	580
184	168
185	398
186	130
187	104
188	160
189	105
190	506
191	40
192	320
193	232
195	116
197	4
198	178
199	8
200	329
202	96
203	54
204	8
205	123
206	120
208	56
210	73
212	47
213	94
214	4
215	60
217	94
222	4
223	14
224	64
225	258
227	60
228	64
230	54
235	20
237	44
238	16
240	118
242	30
250	7525
252	7774
253	12435
254	1662
255	6876
256	1691
257	2662
258	4220
259	1282
260	4307
261	342
262	1607
263	906
264	284
265	2381
266	119
267	701
268	481
269	48
270	529
271	226
272	184
273	61
274	4
275	2659
276	6
277	1188
278	2224
279	350
280	1000
281	603
282	274
283	80
284	40
285	721
287	324
288	506
289	86
290	299
291	147
292	80
293	62
295	58
296	12
297	48
298	4
300	155
302	145
303	164
304	32
305	84
307	112
308	56
309	4
310	158
312	82
313	8
314	12
315	42
317	4
318	6
320	6
324	60
325	44
327	24
328	64
330	58
332	18
335	28
337	42
338	14
343	20
360	4
362	20
365	4
368	4
375	12
378	4
400	305
402	31
403	42
405	57
406	20
408	24
410	21
412	14
413	16
415	102
416	20
418	8
425	23
428	3
430	6
435	4
438	4
439	4
442	10
453	4
478	4
500	4802
502	6991
503	4229
504	1480
505	7664
506	1745
507	3415
508	2978
509	812
510	1283
511	911
512	791
513	678
514	238
515	491
516	30
517	99
518	307
519	32
520	79
521	22
522	42
523	21
525	220
526	6
527	222
528	96
529	178
530	179
531	26
532	18
533	9
535	110
537	44
538	12
539	74
540	38
542	12
543	26
545	18
550	1008
552	540
553	400
554	300
555	872
556	84
557	510
558	374
559	400
560	148
561	30
562	60
563	118
564	12
565	12
567	6
568	44
570	4
572	12
574	4
575	30
577	46
578	22
585	10
587	32
588	2
593	12
600	42
602	30
603	36
604	6
605	27
606	12
608	18
610	9
618	12
619	20
620	14
622	8
625	20
627	4
628	2
629	10
632	10
640	2
642	6
650	22
655	10
667	4
675	4
677	4
750	56
752	24
753	12
754	8
755	20
760	20
762	18
763	4
764	20
767	6
778	12
793	8
802	12
812	8
1500	24
1502	28
1503	16
1504	6
1505	164
1507	96
1508	60
1510	14
1512	6
1513	6
1514	6
1515	8
1517	48
1523	48
1525	40
1529	12
1530	12
1531	12
1535	12
1538	6
1539	6
1542	24
1550	24
1552	6
1555	12
1567	12
1577	6
1578	6
