0	193770
2	12082
3	256382
5	19979
6	61692
8	8001
9	5287
10	152774
11	1092
12	3682
13	85489
14	123
15	33110
16	12512
17	1078
18	11118
19	565
20	17309
21	829
22	129
23	5702
24	697
25	15052
26	710
27	91
28	6046
29	104
30	2725
31	864
32	66
33	680
34	153
35	1479
36	250
38	305
40	936
41	134
42	13
43	160
45	60
46	42
50	24315
52	175
53	18812
55	286
56	2943
58	98
59	250
60	1992
61	5
62	59
63	715
65	1539
66	315
68	610
70	51
71	59
74	29
75	6051
77	208
78	2012
80	325
81	149
83	52
84	133
85	2226
86	17
87	12
88	394
90	1121
91	11
92	30
93	285
94	4
95	170
96	117
98	16
100	1669
101	12
102	12
103	702
105	6
106	60
110	17
115	36
118	62
121	27
125	3851
128	4408
131	843
134	141
135	704
138	215
140	412
141	39
143	86
145	42
146	55
150	54
153	18
155	35
175	120
178	53
181	7
193	6
200	59
203	25
206	18
210	3
213	1
215	2
225	2
250	3458
252	30
253	2079
255	48
256	320
258	14
259	33
260	190
261	3
263	19
265	61
266	4
268	60
271	1
275	25
278	16
300	539
302	2
303	246
305	2
306	6
310	6
315	4
318	12
325	7
350	5
353	2
375	20
378	11
393	2
425	4
750	13
753	66
756	7
765	3
771	7
800	11
803	4
